ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
645,204810204,A6,A6/ Wenge Dark,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,1601-S1,84,0
646,204820002,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,2,0,0
647,204820060,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,80,0,0
648,204820067,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,103,0,0
649,204820072,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,143,0,0
650,204820073,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,144,0,0
651,204820078,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,160,0,0
652,204820079,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,171,0,0
653,204820080,A6001,A6001/ Blanco Plain,60x60 Polished Granite Tile,1,60x60,172,0,0
654,204840002,A6003,A6003/ Grain,60x60 Polished Granite Tile,1,60x60,2,0,0
655,204840003,A6003,A6003/ Grain,60x60 Polished Granite Tile,1,60x60,3,0,0
656,204840008,A6003,A6003/ Grain,60x60 Polished Granite Tile,1,60x60,8,0,0
657,204840010,A6003,A6003/ Grain,60x60 Polished Granite Tile,1,60x60,10,0,0
658,220540046,A613,A6003/ Grain,60x60 Polished Granite Tile,1,60x60,52,0,0
659,204880204,A7,A7/ Wenge Mojave,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,1601-S1,84,0
660,205310724,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H103,0,0
661,205310725,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H104,0,0
662,205310728,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H110,0,0
663,205310729,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H111,0,0
664,205310730,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H141,0,0
665,205310731,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H142,0,0
666,205310734,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H16,0,0
667,205310739,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H18,0,0
668,205310747,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H20,0,0
669,205310783,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H46,0,0
670,205310795,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H56,0,0
671,205310797,ABA6200,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,H61,0,0
672,205320625,ABA6200C30,ABA6200/ Aspen Shine 60,60x60 Polished Granite (Synth),1,60x60,C186,0,0
673,205330643,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,E121,0,0
674,205330726,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H107,0,0
675,205330733,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H151,0,0
676,205330737,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H170,0,0
677,205330738,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H171,0,0
678,205330740,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H186,0,0
679,205330741,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H187,0,0
680,205330742,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H188,0,0
681,205330743,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H190,0,0
682,205330749,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H24,0,0
683,205330752,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H243,0,0
684,205330753,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H244,0,0
685,205330807,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,H85,0,0
686,205330816,ABA6500,ABA6500/ Super White 60,60x60 Polished Granite,1,60x60,HR6,0,0
687,220550352,AI018,AGA6500C/ Super White 36.,30x60 Polished Granite,1,30x60,1708A,0,0
688,205850161,AI019,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,201505,11484,0
689,205850195,AI019,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,151,11484,0
690,205850197,AI019,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,151101A,11484,0
691,220560372,AI020,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,1710A,11484,0
692,220570203,AI021,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,1512S1,11484,0
693,220580352,AI022,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,1708A,11484,0
694,220590372,AI023,AI019/ IAI019  Neutra Mahogany,15x60 Ceramic Tile (Inkjet),1,15x60,1710A,11484,0
695,220600119,AI024/ IA024,AI024/ IAI024 Neutra Narra,15x60 Ceramic Tile (Inkjet),1,15x60,1707,11484,0
715,205960002,AK6003,AK6003/ Solid Black.,60x60 Polished Granite Tile,1,60x60,2,0,0
716,205960008,AK6003,AK6003/ Solid Black.,60x60 Polished Granite Tile,1,60x60,8,0,0
717,205970620,AK6004,AK6004/ Superblack 4,60x60 Polished Granite Tile (FB Synth),1,60x60,B1,0,0
718,205970842,AK6004,AK6004/ Superblack 4,60x60 Polished Granite Tile (FB Synth),1,60x60,K100,0,0
719,205970844,AK6004,AK6004/ Superblack 4,60x60 Polished Granite Tile (FB Synth),1,60x60,K53,0,0
720,205970845,AK6004,AK6004/ Superblack 4,60x60 Polished Granite Tile (FB Synth),1,60x60,K56,0,0
721,205970853,AK6004,AK6004/ Superblack 4,60x60 Polished Granite Tile (FB Synth),1,60x60,L30,0,0
722,205980559,AK6004C,AK6004C/ Super Black 3060,30x60 Polished Granite Tile (FB),1,30x60,A23,0,0
723,205980560,AK6004C,AK6004C/ Super Black 3060,30x60 Polished Granite Tile (FB),1,30x60,A24,0,0
724,205980561,AK6004C,AK6004C/ Super Black 3060,30x60 Polished Granite Tile (FB),1,30x60,A25,0,0
725,205980599,AK6004C,AK6004C/ Super Black 3060,30x60 Polished Granite Tile (FB),1,30x60,A53,0,0
726,205980704,AK6004C,AK6004C/ Super Black 3060,30x60 Polished Granite Tile (FB),1,30x60,F25,0,0
727,205980844,AK6004C,AK6004C/ Super Black 3060,30x60 Polished Granite Tile (FB),1,30x60,K53,0,0
728,205990016,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,16,0,0
729,205990042,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,45,0,0
730,205990043,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,46,0,0
731,205990047,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,53,0,0
732,205990593,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,A45,0,0
733,205990597,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,A51,0,0
